date,store_id,item_id,units,price,promo,promo_depth,dow,holiday,on_hand,stockout,brand,category,key,yhat_t7
2024-09-21,001,A,36,3.229605610154528,1,0.2,5,0,49,0,Acme,Cereal,001_A,24.0
2024-09-22,001,A,23,3.980980981136827,0,0.0,6,0,63,0,Acme,Cereal,001_A,17.0
2024-09-23,001,A,19,3.997232978584517,0,0.0,0,0,39,0,Acme,Cereal,001_A,23.0
2024-09-24,001,A,21,4.007974087177996,0,0.0,1,0,50,0,Acme,Cereal,001_A,14.0
2024-09-25,001,A,18,3.972154001655286,0,0.0,2,0,50,0,Acme,Cereal,001_A,22.0
2024-09-26,001,A,19,3.9844565350567525,0,0.0,3,0,55,0,Acme,Cereal,001_A,15.0
2024-09-27,001,A,36,3.196400366292284,1,0.2,4,0,53,0,Acme,Cereal,001_A,24.0
2024-09-28,001,A,36,3.1701883510693003,1,0.2,5,0,71,0,Acme,Cereal,001_A,36.0
2024-09-29,001,A,19,3.995040012078592,0,0.0,6,0,69,0,Acme,Cereal,001_A,23.0
2024-09-30,001,A,19,3.983211341020619,0,0.0,0,0,64,0,Acme,Cereal,001_A,19.0
2024-10-01,001,A,23,3.9827066397062914,0,0.0,1,0,57,0,Acme,Cereal,001_A,21.0
2024-10-02,001,A,19,4.023190751775554,0,0.0,2,0,62,0,Acme,Cereal,001_A,18.0
2024-10-03,001,A,20,3.9761241158844522,0,0.0,3,0,59,0,Acme,Cereal,001_A,19.0
2024-10-04,001,A,38,3.1834991037950644,1,0.2,4,0,44,0,Acme,Cereal,001_A,36.0
2024-10-05,001,A,24,4.025135228669673,0,0.0,5,0,58,0,Acme,Cereal,001_A,36.0
2024-10-06,001,A,15,3.9756914538283463,0,0.0,6,0,70,0,Acme,Cereal,001_A,19.0
2024-10-07,001,A,20,4.028577051235614,0,0.0,0,0,53,0,Acme,Cereal,001_A,19.0
2024-10-08,001,A,20,3.999531062215734,0,0.0,1,0,42,0,Acme,Cereal,001_A,23.0
2024-10-09,001,A,20,3.9549029752682316,0,0.0,2,0,54,0,Acme,Cereal,001_A,19.0
2024-10-10,001,A,17,3.961715388274594,0,0.0,3,0,55,0,Acme,Cereal,001_A,20.0
2024-10-11,001,A,35,3.2677943141951142,1,0.2,4,0,50,0,Acme,Cereal,001_A,38.0
2024-10-12,001,A,40,3.191906617469319,1,0.2,5,0,32,0,Acme,Cereal,001_A,24.0
2024-10-13,001,A,19,3.9612011454901737,0,0.0,6,0,53,0,Acme,Cereal,001_A,15.0
2024-10-14,001,A,17,3.9710763838201366,0,0.0,0,0,53,0,Acme,Cereal,001_A,20.0
2024-10-15,001,A,17,4.037332097904597,0,0.0,1,0,66,0,Acme,Cereal,001_A,20.0
2024-10-16,001,A,16,4.035011798939684,0,0.0,2,0,54,0,Acme,Cereal,001_A,20.0
2024-10-17,001,A,17,4.002206870832064,0,0.0,3,0,40,0,Acme,Cereal,001_A,17.0
2024-10-18,001,A,18,4.019827918957189,0,0.0,4,0,74,0,Acme,Cereal,001_A,35.0
2024-10-19,001,A,24,3.9959702388138703,0,0.0,5,0,66,0,Acme,Cereal,001_A,40.0
2024-10-20,001,A,18,4.016155124070277,0,0.0,6,0,43,0,Acme,Cereal,001_A,19.0
2024-10-21,001,A,18,3.9904518785992167,0,0.0,0,0,48,0,Acme,Cereal,001_A,17.0
2024-10-22,001,A,19,4.00701771936442,0,0.0,1,0,39,0,Acme,Cereal,001_A,17.0
2024-10-23,001,A,19,3.9256972457472616,0,0.0,2,0,57,0,Acme,Cereal,001_A,16.0
2024-10-24,001,A,14,3.991874137775073,0,0.0,3,0,50,0,Acme,Cereal,001_A,17.0
2024-10-25,001,A,22,3.999062108213509,0,0.0,4,0,58,0,Acme,Cereal,001_A,18.0
2024-10-26,001,A,19,4.018852583208502,0,0.0,5,0,54,0,Acme,Cereal,001_A,24.0
2024-10-27,001,A,17,4.010539109818476,0,0.0,6,0,56,0,Acme,Cereal,001_A,18.0
2024-10-28,001,A,20,4.003368073572317,0,0.0,0,0,65,0,Acme,Cereal,001_A,18.0
2024-10-29,001,A,16,4.000510737829216,0,0.0,1,0,56,0,Acme,Cereal,001_A,19.0
2024-10-30,001,A,20,4.033479254291757,0,0.0,2,0,62,0,Acme,Cereal,001_A,19.0
2024-10-31,001,A,17,4.038991031039074,0,0.0,3,0,44,0,Acme,Cereal,001_A,14.0
2024-11-01,001,A,23,3.999549302540906,0,0.0,4,0,52,0,Acme,Cereal,001_A,22.0
2024-11-02,001,A,35,3.219472438650068,1,0.2,5,0,48,0,Acme,Cereal,001_A,19.0
2024-11-03,001,A,19,4.058290679456999,0,0.0,6,0,54,0,Acme,Cereal,001_A,17.0
2024-11-04,001,A,19,3.9712500829831514,0,0.0,0,0,82,0,Acme,Cereal,001_A,20.0
2024-11-05,001,A,16,4.007690593653724,0,0.0,1,0,51,0,Acme,Cereal,001_A,16.0
2024-11-06,001,A,22,3.918915109254569,0,0.0,2,0,45,0,Acme,Cereal,001_A,20.0
2024-11-07,001,A,17,3.9682761068360746,0,0.0,3,0,35,0,Acme,Cereal,001_A,17.0
2024-11-08,001,A,40,3.1602371256471073,1,0.2,4,0,43,0,Acme,Cereal,001_A,23.0
2024-11-09,001,A,36,3.2204653924621844,1,0.2,5,0,51,0,Acme,Cereal,001_A,35.0
2024-11-10,001,A,23,3.9530351534047243,0,0.0,6,0,63,0,Acme,Cereal,001_A,19.0
2024-11-11,001,A,16,3.9703332346615507,0,0.0,0,0,52,0,Acme,Cereal,001_A,19.0
2024-11-12,001,A,17,3.9847564424576642,0,0.0,1,0,61,0,Acme,Cereal,001_A,16.0
2024-11-13,001,A,14,3.9796229835588597,0,0.0,2,0,51,0,Acme,Cereal,001_A,22.0
2024-11-14,001,A,20,3.9921713395462244,0,0.0,3,0,78,0,Acme,Cereal,001_A,17.0
2024-11-15,001,A,21,3.9659103812199885,0,0.0,4,0,48,0,Acme,Cereal,001_A,40.0
2024-11-16,001,A,18,3.9938796949315853,0,0.0,5,0,51,0,Acme,Cereal,001_A,36.0
2024-11-17,001,A,20,4.000987593518105,0,0.0,6,0,67,0,Acme,Cereal,001_A,23.0
2024-11-18,001,A,15,3.995208510426548,0,0.0,0,0,60,0,Acme,Cereal,001_A,16.0
2024-11-19,001,A,16,3.9224739548062604,0,0.0,1,0,54,0,Acme,Cereal,001_A,17.0
2024-11-20,001,A,20,3.9616662480405407,0,0.0,2,0,52,0,Acme,Cereal,001_A,14.0
2024-11-21,001,A,16,3.9684912779803683,0,0.0,3,0,71,0,Acme,Cereal,001_A,20.0
2024-11-22,001,A,34,3.150926531243068,1,0.2,4,0,48,0,Acme,Cereal,001_A,21.0
2024-11-23,001,A,19,3.94923576831487,0,0.0,5,0,45,0,Acme,Cereal,001_A,18.0
2024-11-24,001,A,20,3.9661565486904657,0,0.0,6,0,64,0,Acme,Cereal,001_A,20.0
2024-11-25,001,A,17,3.991354489547484,0,0.0,0,0,72,0,Acme,Cereal,001_A,15.0
2024-11-26,001,A,18,4.03728896831277,0,0.0,1,0,46,0,Acme,Cereal,001_A,16.0
2024-11-27,001,A,17,3.9671764992163503,0,0.0,2,0,66,0,Acme,Cereal,001_A,20.0
2024-11-28,001,A,21,3.969669923402882,0,0.0,3,1,40,0,Acme,Cereal,001_A,16.0
2024-11-29,001,A,26,3.9956614879840187,0,0.0,4,1,53,0,Acme,Cereal,001_A,34.0
2024-11-30,001,A,17,3.960028101348828,0,0.0,5,0,64,0,Acme,Cereal,001_A,19.0
2024-12-01,001,A,16,3.9776822342466525,0,0.0,6,0,65,0,Acme,Cereal,001_A,20.0
2024-12-02,001,A,21,3.9816081954148106,0,0.0,0,0,54,0,Acme,Cereal,001_A,17.0
2024-12-03,001,A,22,3.9482562021140106,0,0.0,1,0,57,0,Acme,Cereal,001_A,18.0
2024-12-04,001,A,26,3.9647816264348106,0,0.0,2,0,45,0,Acme,Cereal,001_A,17.0
2024-12-05,001,A,20,4.05193032508528,0,0.0,3,0,43,0,Acme,Cereal,001_A,21.0
2024-12-06,001,A,39,3.197352009572795,1,0.2,4,0,56,0,Acme,Cereal,001_A,26.0
2024-12-07,001,A,25,4.0182806094532895,0,0.0,5,0,47,0,Acme,Cereal,001_A,17.0
2024-12-08,001,A,19,3.9810140463246095,0,0.0,6,0,45,0,Acme,Cereal,001_A,16.0
2024-12-09,001,A,17,3.9370279052972132,0,0.0,0,0,51,0,Acme,Cereal,001_A,21.0
2024-12-10,001,A,19,4.006034617229735,0,0.0,1,0,50,0,Acme,Cereal,001_A,22.0
2024-12-11,001,A,21,4.0021804248274595,0,0.0,2,0,62,0,Acme,Cereal,001_A,26.0
2024-12-12,001,A,18,4.0179257078000425,0,0.0,3,0,51,0,Acme,Cereal,001_A,20.0
2024-12-13,001,A,35,3.216495684965861,1,0.2,4,0,60,0,Acme,Cereal,001_A,39.0
2024-12-14,001,A,35,3.1640390700921475,1,0.2,5,0,50,0,Acme,Cereal,001_A,25.0
2024-12-15,001,A,14,3.970441244237389,0,0.0,6,0,57,0,Acme,Cereal,001_A,19.0
2024-12-16,001,A,24,4.021970698860426,0,0.0,0,0,64,0,Acme,Cereal,001_A,17.0
2024-12-17,001,A,12,3.9789875038153073,0,0.0,1,0,63,0,Acme,Cereal,001_A,19.0
2024-12-18,001,A,11,4.0079918278892235,0,0.0,2,0,52,0,Acme,Cereal,001_A,21.0
2024-12-19,001,A,21,4.024332196777327,0,0.0,3,0,66,0,Acme,Cereal,001_A,18.0
2024-12-20,001,A,37,3.1959303232541303,1,0.2,4,0,51,0,Acme,Cereal,001_A,35.0
2024-12-21,001,A,39,3.1987265757720884,1,0.2,5,0,33,0,Acme,Cereal,001_A,35.0
2024-12-22,001,A,17,3.997505615320563,0,0.0,6,0,53,0,Acme,Cereal,001_A,14.0
2024-12-23,001,A,20,3.9994427895846223,0,0.0,0,0,62,0,Acme,Cereal,001_A,24.0
2024-12-24,001,A,18,3.992139389626929,0,0.0,1,0,74,0,Acme,Cereal,001_A,12.0
2024-12-25,001,A,15,3.9874895313755996,0,0.0,2,0,36,0,Acme,Cereal,001_A,11.0
2024-12-26,001,A,17,3.980919937645111,0,0.0,3,0,48,0,Acme,Cereal,001_A,21.0
2024-12-27,001,A,26,3.964049314864541,0,0.0,4,0,38,0,Acme,Cereal,001_A,37.0
2024-12-28,001,A,37,3.1625757874245775,1,0.2,5,0,43,0,Acme,Cereal,001_A,39.0
2024-12-29,001,A,19,4.0087101430986625,0,0.0,6,0,43,0,Acme,Cereal,001_A,17.0
2024-12-30,001,A,19,3.9896132184762507,0,0.0,0,0,51,0,Acme,Cereal,001_A,20.0
2024-12-31,001,A,17,3.965027417634925,0,0.0,1,0,64,0,Acme,Cereal,001_A,18.0
2025-01-01,001,A,20,4.024574592470817,0,0.0,2,0,65,0,Acme,Cereal,001_A,15.0
2025-01-02,001,A,11,3.964129669835342,0,0.0,3,0,72,0,Acme,Cereal,001_A,17.0
2025-01-03,001,A,37,3.149358949049151,1,0.2,4,0,26,0,Acme,Cereal,001_A,26.0
2025-01-04,001,A,18,3.9905238401806025,0,0.0,5,0,44,0,Acme,Cereal,001_A,37.0
2025-01-05,001,A,18,4.037174658299117,0,0.0,6,0,71,0,Acme,Cereal,001_A,19.0
2025-01-06,001,A,18,4.063933970838836,0,0.0,0,0,58,0,Acme,Cereal,001_A,19.0
2025-01-07,001,A,17,3.9873855825288738,0,0.0,1,0,57,0,Acme,Cereal,001_A,17.0
2025-01-08,001,A,21,3.9756265244961506,0,0.0,2,0,56,0,Acme,Cereal,001_A,20.0
2025-01-09,001,A,23,4.070374992763761,0,0.0,3,0,55,0,Acme,Cereal,001_A,11.0
2025-01-10,001,A,20,3.9427852618298918,0,0.0,4,0,71,0,Acme,Cereal,001_A,37.0
2025-01-11,001,A,37,3.175848834703075,1,0.2,5,0,39,0,Acme,Cereal,001_A,18.0
2025-01-12,001,A,23,4.007645040208523,0,0.0,6,0,45,0,Acme,Cereal,001_A,18.0
2025-01-13,001,A,17,3.967278368055709,0,0.0,0,0,39,0,Acme,Cereal,001_A,18.0
2025-01-14,001,A,16,3.999957705154154,0,0.0,1,0,58,0,Acme,Cereal,001_A,17.0
2025-01-15,001,A,18,3.959104391510471,0,0.0,2,0,47,0,Acme,Cereal,001_A,21.0
2025-01-16,001,A,17,4.009947090791857,0,0.0,3,0,62,0,Acme,Cereal,001_A,23.0
2025-01-17,001,A,27,4.0130843302736405,0,0.0,4,0,43,0,Acme,Cereal,001_A,20.0
2025-01-18,001,A,38,3.207694077154795,1,0.2,5,0,59,0,Acme,Cereal,001_A,37.0
2025-01-19,001,A,14,4.094325436643178,0,0.0,6,0,65,0,Acme,Cereal,001_A,23.0
2025-01-20,001,A,19,3.960908998747496,0,0.0,0,0,64,0,Acme,Cereal,001_A,17.0
2025-01-21,001,A,16,4.055344053880134,0,0.0,1,0,65,0,Acme,Cereal,001_A,16.0
2025-01-22,001,A,19,4.053393580720275,0,0.0,2,0,48,0,Acme,Cereal,001_A,18.0
2025-01-23,001,A,19,3.9514585684169945,0,0.0,3,0,42,0,Acme,Cereal,001_A,17.0
2025-01-24,001,A,36,3.237679153706404,1,0.2,4,0,22,0,Acme,Cereal,001_A,27.0
2025-01-25,001,A,37,3.165199391858936,1,0.2,5,0,44,0,Acme,Cereal,001_A,38.0
2025-01-26,001,A,16,3.9783741851140917,0,0.0,6,0,65,0,Acme,Cereal,001_A,14.0
2025-01-27,001,A,23,4.039157254000315,0,0.0,0,0,57,0,Acme,Cereal,001_A,19.0
2024-08-01,001,B,18,3.47469078769637,0,0.0,3,0,49,0,Acme,Cereal,001_B,
2024-08-02,001,B,37,2.8024109030616318,1,0.2,4,0,56,0,Acme,Cereal,001_B,
2024-08-03,001,B,40,2.748501557996559,1,0.2,5,0,42,0,Acme,Cereal,001_B,
2024-08-04,001,B,19,3.4464997673847844,0,0.0,6,0,64,0,Acme,Cereal,001_B,
2024-08-05,001,B,20,3.5507344580757847,0,0.0,0,0,47,0,Acme,Cereal,001_B,
2024-08-06,001,B,20,3.45546971836065,0,0.0,1,0,53,0,Acme,Cereal,001_B,
2024-08-07,001,B,18,3.5188765976305736,0,0.0,2,0,56,0,Acme,Cereal,001_B,
2024-08-08,001,B,18,3.5184307182943697,0,0.0,3,0,39,0,Acme,Cereal,001_B,18.0
2024-08-09,001,B,37,2.8326434322712246,1,0.2,4,0,48,0,Acme,Cereal,001_B,37.0
2024-08-10,001,B,21,3.449537706784659,0,0.0,5,0,63,0,Acme,Cereal,001_B,40.0
2024-08-11,001,B,22,3.499695277191059,0,0.0,6,0,66,0,Acme,Cereal,001_B,19.0
2024-08-12,001,B,21,3.4571413426410817,0,0.0,0,0,41,0,Acme,Cereal,001_B,20.0
2024-08-13,001,B,20,3.4474182599753367,0,0.0,1,0,60,0,Acme,Cereal,001_B,20.0
2024-08-14,001,B,16,3.46774785724511,0,0.0,2,0,36,0,Acme,Cereal,001_B,18.0
2024-08-15,001,B,17,3.496035760125777,0,0.0,3,0,43,0,Acme,Cereal,001_B,18.0
2024-08-16,001,B,22,3.4615654682211243,0,0.0,4,0,67,0,Acme,Cereal,001_B,37.0
2024-08-17,001,B,41,2.787560629437005,1,0.2,5,0,52,0,Acme,Cereal,001_B,21.0
2024-08-18,001,B,21,3.488323243538508,0,0.0,6,0,48,0,Acme,Cereal,001_B,22.0
2024-08-19,001,B,23,3.506319822785247,0,0.0,0,0,63,0,Acme,Cereal,001_B,21.0
2024-08-20,001,B,20,3.530429914228415,0,0.0,1,0,40,0,Acme,Cereal,001_B,20.0
2024-08-21,001,B,17,3.4934555795512896,0,0.0,2,0,48,0,Acme,Cereal,001_B,16.0
2024-08-22,001,B,15,3.508153082406345,0,0.0,3,0,51,0,Acme,Cereal,001_B,17.0
2024-08-23,001,B,16,3.4628866712802453,0,0.0,4,0,53,0,Acme,Cereal,001_B,22.0
2024-08-24,001,B,37,2.759563950460561,1,0.2,5,0,58,0,Acme,Cereal,001_B,41.0
2024-08-25,001,B,17,3.513545046948396,0,0.0,6,0,57,0,Acme,Cereal,001_B,21.0
2024-08-26,001,B,17,3.477261006958681,0,0.0,0,0,49,0,Acme,Cereal,001_B,23.0
2024-08-27,001,B,17,3.5002782642006305,0,0.0,1,0,58,0,Acme,Cereal,001_B,20.0
2024-08-28,001,B,20,3.508078228765827,0,0.0,2,0,44,0,Acme,Cereal,001_B,17.0
2024-08-29,001,B,17,3.511199233955759,0,0.0,3,0,60,0,Acme,Cereal,001_B,15.0
2024-08-30,001,B,36,2.761855941869309,1,0.2,4,0,52,0,Acme,Cereal,001_B,16.0
2024-08-31,001,B,21,3.4919177227785796,0,0.0,5,0,38,0,Acme,Cereal,001_B,37.0
2024-09-01,001,B,17,3.507890023301189,0,0.0,6,0,64,0,Acme,Cereal,001_B,17.0
2024-09-02,001,B,14,3.455183775726729,0,0.0,0,0,55,0,Acme,Cereal,001_B,17.0
2024-09-03,001,B,21,3.4948825871799527,0,0.0,1,0,50,0,Acme,Cereal,001_B,17.0
2024-09-04,001,B,21,3.507150072218772,0,0.0,2,0,50,0,Acme,Cereal,001_B,20.0
2024-09-05,001,B,15,3.483060252017374,0,0.0,3,0,67,0,Acme,Cereal,001_B,17.0
2024-09-06,001,B,40,2.837430579715639,1,0.2,4,0,49,0,Acme,Cereal,001_B,36.0
2024-09-07,001,B,42,2.71107708928007,1,0.2,5,0,41,0,Acme,Cereal,001_B,21.0
2024-09-08,001,B,21,3.5159623914261076,0,0.0,6,0,55,0,Acme,Cereal,001_B,17.0
2024-09-09,001,B,19,3.5039177775275534,0,0.0,0,0,36,0,Acme,Cereal,001_B,14.0
2024-09-10,001,B,17,3.538007847500392,0,0.0,1,0,58,0,Acme,Cereal,001_B,21.0
2024-09-11,001,B,17,3.5186658108389137,0,0.0,2,0,66,0,Acme,Cereal,001_B,21.0
2024-09-12,001,B,21,3.490936661234768,0,0.0,3,0,39,0,Acme,Cereal,001_B,15.0
2024-09-13,001,B,24,3.4978654662703215,0,0.0,4,0,43,0,Acme,Cereal,001_B,40.0
2024-09-14,001,B,21,3.5057378064802385,0,0.0,5,0,55,0,Acme,Cereal,001_B,42.0
2024-09-15,001,B,17,3.547840706354871,0,0.0,6,0,46,0,Acme,Cereal,001_B,21.0
2024-09-16,001,B,17,3.486695347418798,0,0.0,0,0,61,0,Acme,Cereal,001_B,19.0
2024-09-17,001,B,16,3.574929399325489,0,0.0,1,0,56,0,Acme,Cereal,001_B,17.0
2024-09-18,001,B,22,3.515331249233426,0,0.0,2,0,55,0,Acme,Cereal,001_B,17.0
2024-09-19,001,B,21,3.5153283073387156,0,0.0,3,0,71,0,Acme,Cereal,001_B,21.0
2024-09-20,001,B,20,3.4954853059553193,0,0.0,4,0,52,0,Acme,Cereal,001_B,24.0
2024-09-21,001,B,28,3.493069905969729,0,0.0,5,0,48,0,Acme,Cereal,001_B,21.0
2024-09-22,001,B,16,3.486323856093545,0,0.0,6,0,50,0,Acme,Cereal,001_B,17.0
2024-09-23,001,B,18,3.4983683077358356,0,0.0,0,0,57,0,Acme,Cereal,001_B,17.0
2024-09-24,001,B,21,3.5014795348741243,0,0.0,1,0,58,0,Acme,Cereal,001_B,16.0
2024-09-25,001,B,20,3.5081291503754737,0,0.0,2,0,71,0,Acme,Cereal,001_B,22.0
2024-09-26,001,B,18,3.4920076869477654,0,0.0,3,0,59,0,Acme,Cereal,001_B,21.0
2024-09-27,001,B,18,3.4299329432714742,0,0.0,4,0,55,0,Acme,Cereal,001_B,20.0
2024-09-28,001,B,35,2.84673009362939,1,0.2,5,0,49,0,Acme,Cereal,001_B,28.0
2024-09-29,001,B,16,3.4900379148723686,0,0.0,6,0,54,0,Acme,Cereal,001_B,16.0
2024-09-30,001,B,20,3.4495125636904707,0,0.0,0,0,36,0,Acme,Cereal,001_B,18.0
2024-10-01,001,B,16,3.546214082410133,0,0.0,1,0,54,0,Acme,Cereal,001_B,21.0
2024-10-02,001,B,18,3.538914692029119,0,0.0,2,0,41,0,Acme,Cereal,001_B,20.0
2024-10-03,001,B,16,3.4596652775218915,0,0.0,3,0,59,0,Acme,Cereal,001_B,18.0
2024-10-04,001,B,40,2.760006970432882,1,0.2,4,0,46,0,Acme,Cereal,001_B,18.0
2024-10-05,001,B,22,3.503785489760435,0,0.0,5,0,56,0,Acme,Cereal,001_B,35.0
2024-10-06,001,B,17,3.4786054311028947,0,0.0,6,0,63,0,Acme,Cereal,001_B,16.0
2024-10-07,001,B,15,3.4974949277419487,0,0.0,0,0,55,0,Acme,Cereal,001_B,20.0
2024-10-08,001,B,19,3.4916424357473343,0,0.0,1,0,48,0,Acme,Cereal,001_B,16.0
2024-10-09,001,B,16,3.4572255627559323,0,0.0,2,0,52,0,Acme,Cereal,001_B,18.0
2024-10-10,001,B,19,3.5136928092995867,0,0.0,3,0,54,0,Acme,Cereal,001_B,16.0
2024-10-11,001,B,23,3.4911667151310786,0,0.0,4,0,38,0,Acme,Cereal,001_B,40.0
2024-10-12,001,B,23,3.4978575630974853,0,0.0,5,0,50,0,Acme,Cereal,001_B,22.0
2024-10-13,001,B,20,3.4761030753694273,0,0.0,6,0,59,0,Acme,Cereal,001_B,17.0
2024-10-14,001,B,18,3.4470489278107044,0,0.0,0,0,60,0,Acme,Cereal,001_B,15.0
2024-10-15,001,B,15,3.5318779306279553,0,0.0,1,0,73,0,Acme,Cereal,001_B,19.0
2024-10-16,001,B,14,3.4523029946731087,0,0.0,2,0,69,0,Acme,Cereal,001_B,16.0
2024-10-17,001,B,22,3.491620914585315,0,0.0,3,0,67,0,Acme,Cereal,001_B,19.0
2024-10-18,001,B,24,3.5305683091657336,0,0.0,4,0,57,0,Acme,Cereal,001_B,23.0
2024-10-19,001,B,24,3.4833951235177905,0,0.0,5,0,38,0,Acme,Cereal,001_B,23.0
2024-10-20,001,B,23,3.4263783864216943,0,0.0,6,0,55,0,Acme,Cereal,001_B,20.0
2024-10-21,001,B,16,3.4784778794766913,0,0.0,0,0,56,0,Acme,Cereal,001_B,18.0
2024-10-22,001,B,16,3.5421863683245767,0,0.0,1,0,41,0,Acme,Cereal,001_B,15.0
2024-10-23,001,B,19,3.5046552776728244,0,0.0,2,0,67,0,Acme,Cereal,001_B,14.0
2024-10-24,001,B,18,3.41638871233973,0,0.0,3,0,67,0,Acme,Cereal,001_B,22.0
